score,level,severity,value,defanged,type,threat,sources,country,vt_detections,abuse_score,age_days,confidence,first_seen,source,reference
48,media,media,homeoffice-berater.de,homeoffice-berater[.]de,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:58 UTC,ThreatFox,
48,media,media,hairextensionsvivien.com,hairextensionsvivien[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,haltonmalayalees.org,haltonmalayalees[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,handgemachtemode.eu,handgemachtemode[.]eu,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hausverwaltung-mw.de,hausverwaltung-mw[.]de,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hbhtexas.com,hbhtexas[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hdeuropix.website,hdeuropix[.]website,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,heartteamllc.com,heartteamllc[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hecherhaus.at,hecherhaus[.]at,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hellersconsulting.com,hellersconsulting[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hello-riders.com,hello-riders[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,heritagewb.com,heritagewb[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hertztech.pk,hertztech[.]pk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,hi-francky.com,hi-francky[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:57 UTC,ThreatFox,
48,media,media,greenfieldspublicschool.in,greenfieldspublicschool[.]in,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,gregoriomora.es,gregoriomora[.]es,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,groennebro.dk,groennebro[.]dk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,grupobiopar.com.br,grupobiopar[.]com[.]br,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,grupodecoraegido.com,grupodecoraegido[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,grupoluzenmicamino.org,grupoluzenmicamino[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,gruposevenx.com.br,gruposevenx[.]com[.]br,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,guduguda.com,guduguda[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,guiacms.com,guiacms[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,guiding.tw,guiding[.]tw,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,gujaratpublicschool.in,gujaratpublicschool[.]in,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,gulaypole.info,gulaypole[.]info,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,gulfmassage.com,gulfmassage[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,gulsumguralmuzesi.com,gulsumguralmuzesi[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,h-noise.com,h-noise[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,h2oboyz.com,h2oboyz[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:56 UTC,ThreatFox,
48,media,media,glovemedics.com,glovemedics[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,gmelnyimmobilier.com,gmelnyimmobilier[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,go88club17.com,go88club17[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,golfholidayexperiences.com.au,golfholidayexperiences[.]com[.]au,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,gominii.com,gominii[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,goodguysaz.com,goodguysaz[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,goodhallspraying.co.uk,goodhallspraying[.]co[.]uk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,gothrivemarketing.com,gothrivemarketing[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,gpmerahputih.com,gpmerahputih[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,gptratores.com.br,gptratores[.]com[.]br,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,grabngojunkremoval.net,grabngojunkremoval[.]net,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,greencaliforniabuilders.com,greencaliforniabuilders[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:55 UTC,ThreatFox,
48,media,media,georgespizzas.com,georgespizzas[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,gerardodepasquale.com,gerardodepasquale[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,getsfaudit.com,getsfaudit[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,ghining.com,ghining[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,ghocat.com,ghocat[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,gitclab.com,gitclab[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,giuliafarrauto.com,giuliafarrauto[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,glacierparkweddings.com,glacierparkweddings[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,glamedgez.com,glamedgez[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,glamstreetz.com,glamstreetz[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,globalproteins.net,globalproteins[.]net,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,globalsoftline.com,globalsoftline[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,globalsourcing.com.pk,globalsourcing[.]com[.]pk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:54 UTC,ThreatFox,
48,media,media,gamatek.cl,gamatek[.]cl,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gamblingwatch.ca,gamblingwatch[.]ca,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gamergyrl.com,gamergyrl[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gamudacity.com.vn,gamudacity[.]com[.]vn,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gandot.fr,gandot[.]fr,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gapdevelopments.co.za,gapdevelopments[.]co[.]za,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,garrisonmartin.com,garrisonmartin[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gbshahcollege.in,gbshahcollege[.]in,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gcs-factory.fr,gcs-factory[.]fr,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gemuesezuhause.de,gemuesezuhause[.]de,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,generationai.dev,generationai[.]dev,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,gentledentalassistantschoolinplanotx.com,gentledentalassistantschoolinplanotx[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:53 UTC,ThreatFox,
48,media,media,fortressgrcit.com,fortressgrcit[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,francescolibralon.com,francescolibralon[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,franksbarberclub.co.za,franksbarberclub[.]co[.]za,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,franzchipana.shop,franzchipana[.]shop,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,friendsofcomedy.com,friendsofcomedy[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,friseur-newlook.com,friseur-newlook[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,fundacionmirizzi.org,fundacionmirizzi[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,fungalmet.org,fungalmet[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,futuredesignpainting.com,futuredesignpainting[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,fvp-studio.com,fvp-studio[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,gabrielecahill.com,gabrielecahill[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,gabrieleslizyte.com,gabrieleslizyte[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:52 UTC,ThreatFox,
48,media,media,firstpointtrad.com,firstpointtrad[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,fitlabitalia.com,fitlabitalia[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,five88top.top,five88top[.]top,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,flashlogisticsfzco.com,flashlogisticsfzco[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,flatpolis.com,flatpolis[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,flemingodutyfree.ke,flemingodutyfree[.]ke,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,flindersfringe.com.au,flindersfringe[.]com[.]au,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,floreer.nu,floreer[.]nu,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,floret.ca,floret[.]ca,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,flossyandfrose.co.za,flossyandfrose[.]co[.]za,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,flynnscoaches.com,flynnscoaches[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,foreveryoungeventspdx.com,foreveryoungeventspdx[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,forneyroofers.wpenginepowered.com,forneyroofers[.]wpenginepowered[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,fortlauderdalelivewellmassage.com,fortlauderdalelivewellmassage[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:51 UTC,ThreatFox,
48,media,media,fangxin.app,fangxin[.]app,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,fashionhow.net,fashionhow[.]net,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,fastfinanceusa.com,fastfinanceusa[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,fbmedia.uk,fbmedia[.]uk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,feedafoundation.org,feedafoundation[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,fernandezquejoabogados.com,fernandezquejoabogados[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,filmfactorylibrary.com,filmfactorylibrary[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,filmscenario.com,filmscenario[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,financeboar.com,financeboar[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,financescrypto.com,financescrypto[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,financialangel.org,financialangel[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:50 UTC,ThreatFox,
48,media,media,eurothermexperience.com,eurothermexperience[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,evasistem.com.tr,evasistem[.]com[.]tr,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,eveningofodds.com,eveningofodds[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,everypuns.com,everypuns[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,excess-international.com,excess-international[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,expertguidance.co.uk,expertguidance[.]co[.]uk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,expressplumbing.com,expressplumbing[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,ezgroupmanagement.com,ezgroupmanagement[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,ezzlife.com.au,ezzlife[.]com[.]au,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,faithscrown.com,faithscrown[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,falconmh.com,falconmh[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,familypetsitting.pet,familypetsitting[.]pet,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:12 UTC,ThreatFox,
48,media,media,espacoanimi.com,espacoanimi[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estalagemdoporto.com.br,estalagemdoporto[.]com[.]br,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estaryia.com,estaryia[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estatesocial.in,estatesocial[.]in,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estilocuba.com,estilocuba[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estrella.fincavrij.nl,estrella[.]fincavrij[.]nl,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estresse.com.br,estresse[.]com[.]br,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,estructurasligeras.es,estructurasligeras[.]es,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,etrilhas.co,etrilhas[.]co,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,europagranada.es,europagranada[.]es,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:11 UTC,ThreatFox,
48,media,media,ensurebb.com,ensurebb[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:10 UTC,ThreatFox,
48,media,media,epeetech.com,epeetech[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:10 UTC,ThreatFox,
48,media,media,epium.net,epium[.]net,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:10 UTC,ThreatFox,
48,media,media,equitassociety.ca,equitassociety[.]ca,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:10 UTC,ThreatFox,
48,media,media,eragaming.gg,eragaming[.]gg,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:10 UTC,ThreatFox,
48,media,media,esourceconsult.com,esourceconsult[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:10 UTC,ThreatFox,
48,media,media,elektroservice-kunst.de,elektroservice-kunst[.]de,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,element-re.fr,element-re[.]fr,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,elevatedcareathome.com,elevatedcareathome[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,elodiebouny.com,elodiebouny[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,empire-clothing.com,empire-clothing[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,emprivatecare.com,emprivatecare[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,endeavortec.com,endeavortec[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,endometriosis-fertility.com,endometriosis-fertility[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:09 UTC,ThreatFox,
48,media,media,egypthologram.com,egypthologram[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,ehimarsalud.com,ehimarsalud[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,eight2infinity.com,eight2infinity[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,einstein-bildung.de,einstein-bildung[.]de,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,eiqmcert.com,eiqmcert[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,eksivinc.com,eksivinc[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,elafa.gr,elafa[.]gr,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,electromecanicaaron.com,electromecanicaaron[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:08 UTC,ThreatFox,
48,media,media,e3kaffeekontor.com,e3kaffeekontor[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,easybuilding.org,easybuilding[.]org,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,economiarural.com,economiarural[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,ecpm.center,ecpm[.]center,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,ecuatro.com,ecuatro[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,edibosco.com,edibosco[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,edomapp.com,edomapp[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,educapro360.com,educapro360[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,efecadults.cat,efecadults[.]cat,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:07 UTC,ThreatFox,
48,media,media,drinkvplus.com,drinkvplus[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,driverhome.cz,driverhome[.]cz,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,drliteusa.com,drliteusa[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,drpaolacarannante.it,drpaolacarannante[.]it,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,drseo.io,drseo[.]io,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,dudoitlandscapes.com,dudoitlandscapes[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,dukecontractors.co.uk,dukecontractors[.]co[.]uk,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,dumpongruralbank.com,dumpongruralbank[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,dynamitegamesstudio.com,dynamitegamesstudio[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,e-novamarket.com,e-novamarket[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,e36.lt,e36[.]lt,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:06 UTC,ThreatFox,
48,media,media,dongygiatruyenxuantho.com,dongygiatruyenxuantho[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,doortodoorbazaar.com,doortodoorbazaar[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,doublesafeelectric.com,doublesafeelectric[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,doxalearn.com,doxalearn[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,draagtasonline.demo050marketing.nl,draagtasonline[.]demo050marketing[.]nl,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,drabhangprabhu.in,drabhangprabhu[.]in,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,drafernandaferreira.com.br,drafernandaferreira[.]com[.]br,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,drashishmalpani.com,drashishmalpani[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,dresscircle.co.in,dresscircle[.]co[.]in,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:05 UTC,ThreatFox,
48,media,media,digital-plus.tech,digital-plus[.]tech,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:04 UTC,ThreatFox,
48,media,media,dimdimsum.wpenginepowered.com,dimdimsum[.]wpenginepowered[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:04 UTC,ThreatFox,
48,media,media,divineinfoservices.com,divineinfoservices[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:04 UTC,ThreatFox,
48,media,media,djbillyk.com,djbillyk[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:04 UTC,ThreatFox,
48,media,media,dlfestudiocreativo.com,dlfestudiocreativo[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:04 UTC,ThreatFox,
48,media,media,docecanos.com,docecanos[.]com,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:04 UTC,ThreatFox,
48,media,media,diegoabatantuono.it,diegoabatantuono[.]it,domain,IClickFix,ThreatFox,,,,0,50,2026-09-23 15:25:02 UTC,ThreatFox,
