score,level,severity,value,defanged,type,threat,sources,country,vt_detections,abuse_score,age_days,confidence,first_seen,source,reference
74,alta,alta,178.16.54.35:8848,178[.]16[.]54[.]35:8848,ip:port,DCRat,ThreatFox,NL,10/89,100,0,75,2026-09-23 09:44:20 UTC,ThreatFox,
73,alta,critica,81.70.21.163:18080,81[.]70[.]21[.]163:18080,ip:port,Cobalt Strike,ThreatFox,CN,6/89,82,0,100,2026-09-23 20:05:09 UTC,ThreatFox,
71,alta,critica,81.70.21.163:5985,81[.]70[.]21[.]163:5985,ip:port,Cobalt Strike,ThreatFox,CN,,82,0,100,2026-09-23 13:05:06 UTC,ThreatFox,
71,alta,alta,156.225.17.60:113,156[.]225[.]17[.]60:113,ip:port,Ghost RAT,ThreatFox,HK,,100,0,75,2026-09-23 08:22:50 UTC,ThreatFox,https://bazaar.abuse.ch/sample/02568bc7bcd6fc98999c6888d25b379bcd7002e34790cce0a9947c44bd839984/
71,alta,alta,156.225.17.60:2014,156[.]225[.]17[.]60:2014,ip:port,Ghost RAT,ThreatFox,HK,,100,0,75,2026-09-23 08:22:50 UTC,ThreatFox,https://bazaar.abuse.ch/sample/02568bc7bcd6fc98999c6888d25b379bcd7002e34790cce0a9947c44bd839984/
71,alta,critica,81.70.21.163:8012,81[.]70[.]21[.]163:8012,ip:port,Cobalt Strike,ThreatFox,CN,,82,0,100,2026-09-23 07:05:05 UTC,ThreatFox,
70,alta,alta,0de0aa09779fc1dc5339d362dcfc40453a0b8747d52913487088f54b45798af9,0de0aa09779fc1dc5339d362dcfc40453a0b8747d52913487088f54b45798af9,sha256_hash,Mirai,ThreatFox,,43/74,,0,100,2026-09-24 03:37:35 UTC,ThreatFox,
70,alta,alta,02040009ebcecfee14b8ab21e737d154a7bf8c89641b4b8d54733ee82a8d80db,02040009ebcecfee14b8ab21e737d154a7bf8c89641b4b8d54733ee82a8d80db,sha256_hash,Mirai,ThreatFox,,45/75,,0,100,2026-09-24 03:37:34 UTC,ThreatFox,
70,alta,alta,cd226b634e8dcefbf72f2465a922a9f33f235fa8fafa0d41bd1206bb56b5d475,cd226b634e8dcefbf72f2465a922a9f33f235fa8fafa0d41bd1206bb56b5d475,sha256_hash,Mirai,ThreatFox,,44/74,,0,100,2026-09-24 03:37:33 UTC,ThreatFox,
70,alta,alta,718d1345ec4633350c6f36e892b372d433dc66bd4befaa2139e0e70afe04bd88,718d1345ec4633350c6f36e892b372d433dc66bd4befaa2139e0e70afe04bd88,sha256_hash,Mirai,ThreatFox,,43/74,,0,100,2026-09-24 03:37:30 UTC,ThreatFox,
70,alta,alta,9017f68b9ef0c1f5954e3b50c1984d88e1e49449f1b7afd220b6931fecfe0430,9017f68b9ef0c1f5954e3b50c1984d88e1e49449f1b7afd220b6931fecfe0430,sha256_hash,Mirai,ThreatFox,,45/74,,0,100,2026-09-23 06:34:15 UTC,ThreatFox,
69,media,media,ccb05e8e1b680a6766c9cfffe71e5543f0b9b0432d2ea10d8f4661188ec5b951,ccb05e8e1b680a6766c9cfffe71e5543f0b9b0432d2ea10d8f4661188ec5b951,sha256_hash,Meterpreter,ThreatFox,,44/75,,0,95,2026-09-24 03:37:31 UTC,ThreatFox,
69,media,alta,517164c29c0e178b1bb4613d3d5ceb552329c9596791624d8277f2dc5ba37c50,517164c29c0e178b1bb4613d3d5ceb552329c9596791624d8277f2dc5ba37c50,sha256_hash,Mirai,ThreatFox,,40/74,,0,100,2026-09-24 03:37:29 UTC,ThreatFox,
69,media,media,a7682d1edc81925c3d7d2738db2283c742144d8321cfaf1888cdb66c1cd6ae83,a7682d1edc81925c3d7d2738db2283c742144d8321cfaf1888cdb66c1cd6ae83,sha256_hash,Tsunami,ThreatFox,,41/75,,0,100,2026-09-24 03:37:28 UTC,ThreatFox,
69,media,alta,5411d557b2ad40f6b0b3ce68662897a98e54b4fc845a9c17dd9a347b43ee9388,5411d557b2ad40f6b0b3ce68662897a98e54b4fc845a9c17dd9a347b43ee9388,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-24 03:37:27 UTC,ThreatFox,
69,media,alta,5eee93f3d069efa6afab084ffc59d2df4b1d9eafe33c379d6c094c065bc44a67,5eee93f3d069efa6afab084ffc59d2df4b1d9eafe33c379d6c094c065bc44a67,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-24 03:37:26 UTC,ThreatFox,
69,media,alta,52e6b0c570b4a64dd91a791635eb86204cf2f5f78269fa1eed318a81ba5bfe34,52e6b0c570b4a64dd91a791635eb86204cf2f5f78269fa1eed318a81ba5bfe34,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-24 03:37:25 UTC,ThreatFox,
69,media,alta,e8309eb806c81ecdb99c121da6a85e44e66b6f1858fcb7bcf7eb1892decaf107,e8309eb806c81ecdb99c121da6a85e44e66b6f1858fcb7bcf7eb1892decaf107,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-24 03:37:24 UTC,ThreatFox,
69,media,alta,b88cb5aa2aed19216d269e7cd08348ab1e1017af6a9a8e39375715d0c0705a89,b88cb5aa2aed19216d269e7cd08348ab1e1017af6a9a8e39375715d0c0705a89,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-24 03:37:22 UTC,ThreatFox,
69,media,alta,6cdc6333fb83f8dd8e4d86498122ff1845fdc0da46f616ed0e51a140f8d6eed9,6cdc6333fb83f8dd8e4d86498122ff1845fdc0da46f616ed0e51a140f8d6eed9,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-24 03:37:21 UTC,ThreatFox,
69,media,alta,6538f85f76b7fa8fd43ffec779f02a58b89e42b34af45d630af387a78b2a2616,6538f85f76b7fa8fd43ffec779f02a58b89e42b34af45d630af387a78b2a2616,sha256_hash,Mirai,ThreatFox,,43/75,,0,100,2026-09-24 03:37:20 UTC,ThreatFox,
69,media,alta,dcda5ec54ae2a736249894992a6cab2c5cfe65acd07c9e59c92d86fbd0564ce4,dcda5ec54ae2a736249894992a6cab2c5cfe65acd07c9e59c92d86fbd0564ce4,sha256_hash,Mirai,ThreatFox,,42/74,,0,100,2026-09-23 06:34:24 UTC,ThreatFox,
69,media,alta,0e8d4bbbe9ded46090848a1a755e655f7c2771d48426b0bceecc9eb31d53ffa1,0e8d4bbbe9ded46090848a1a755e655f7c2771d48426b0bceecc9eb31d53ffa1,sha256_hash,Mirai,ThreatFox,,42/74,,0,100,2026-09-23 06:34:24 UTC,ThreatFox,
69,media,alta,1b9afb8283c6396129ffd23aa89cc0321b7a12e995eaf0f98d4d478afb84e2ce,1b9afb8283c6396129ffd23aa89cc0321b7a12e995eaf0f98d4d478afb84e2ce,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:23 UTC,ThreatFox,
69,media,alta,bb08fd9ce1f3508bc30a33646aeb66df3024e5c7da843cabd09ed19ae07bd8d1,bb08fd9ce1f3508bc30a33646aeb66df3024e5c7da843cabd09ed19ae07bd8d1,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:22 UTC,ThreatFox,
69,media,alta,504cb139bbc3d10dc2febee86d854db2b59c5aa55c6a5c49619dea4d37e1fc11,504cb139bbc3d10dc2febee86d854db2b59c5aa55c6a5c49619dea4d37e1fc11,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:22 UTC,ThreatFox,
69,media,alta,2f516e833a42b768ed8121ab74dd589f5513dd9531eaa8a5432ff49557bd4472,2f516e833a42b768ed8121ab74dd589f5513dd9531eaa8a5432ff49557bd4472,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:22 UTC,ThreatFox,
69,media,media,8c17745d754c000fc2bf4aed9ed42aa414cd11c473c2fc8d3c72c6593ea2f371,8c17745d754c000fc2bf4aed9ed42aa414cd11c473c2fc8d3c72c6593ea2f371,sha256_hash,Bashlite,ThreatFox,,42/74,,0,100,2026-09-23 06:34:21 UTC,ThreatFox,
69,media,alta,b144e93c2a241f85346f7f2ed54c61d43d3d054e34383452bc94e4ae96dafccf,b144e93c2a241f85346f7f2ed54c61d43d3d054e34383452bc94e4ae96dafccf,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:16 UTC,ThreatFox,
69,media,alta,cb7e46569d44d677abacb2e7725f585a92d026b75136d3c912b6edeaf4a7bc42,cb7e46569d44d677abacb2e7725f585a92d026b75136d3c912b6edeaf4a7bc42,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:16 UTC,ThreatFox,
69,media,alta,5e6582e44fa8f5f671f8ed5c83e9c20f91c8ef1a44cbaef06e9c1f65c890d6ff,5e6582e44fa8f5f671f8ed5c83e9c20f91c8ef1a44cbaef06e9c1f65c890d6ff,sha256_hash,Mirai,ThreatFox,,39/71,,0,100,2026-09-23 06:34:15 UTC,ThreatFox,
69,media,alta,fd66a2fe2fe980c283d6efe8209d075a4f0bc1e4c684757c58f12b1ad7189550,fd66a2fe2fe980c283d6efe8209d075a4f0bc1e4c684757c58f12b1ad7189550,sha256_hash,Mirai,ThreatFox,,41/75,,0,100,2026-09-23 06:34:15 UTC,ThreatFox,
68,media,alta,ec5326d6d0bc6e29ad4382a9d73b293ee18fff489311b915d98e0985b02bbdd0,ec5326d6d0bc6e29ad4382a9d73b293ee18fff489311b915d98e0985b02bbdd0,sha256_hash,Mirai,ThreatFox,,37/74,,0,100,2026-09-24 03:37:32 UTC,ThreatFox,
68,media,alta,704dcac75a1ac1d08bc97d3c837a9cd4dc5f7b3ba84056b2557dcf4063638640,704dcac75a1ac1d08bc97d3c837a9cd4dc5f7b3ba84056b2557dcf4063638640,sha256_hash,Unknown Loader,ThreatFox,,41/75,,0,95,2026-09-23 06:34:25 UTC,ThreatFox,
64,media,alta,94.154.43.83:8443,94[.]154[.]43[.]83:8443,ip:port,MicroStealer,ThreatFox,NL,,44,0,100,2026-09-23 19:41:33 UTC,ThreatFox,
64,media,media,c4dc171f2513fcaf9d5ecc815a94aee4063b213ab380f80bd3ac422dee5205a7,c4dc171f2513fcaf9d5ecc815a94aee4063b213ab380f80bd3ac422dee5205a7,sha256_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:27 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,b8644f66e695101b1a3ff5a57be09c073db7922f,b8644f66e695101b1a3ff5a57be09c073db7922f,sha1_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:27 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,39ceeb8fd9a17098092434f43edaed18,39ceeb8fd9a17098092434f43edaed18,md5_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:27 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,ff15e9eaaf68b7a6be491e3e9342c8d3d05af960,ff15e9eaaf68b7a6be491e3e9342c8d3d05af960,sha1_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:26 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,74e859da6c2d1c961af718b97873c564,74e859da6c2d1c961af718b97873c564,md5_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:26 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,eb16b4f96693d5dca59711e8350bdad8,eb16b4f96693d5dca59711e8350bdad8,md5_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:25 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,f5f1f8c3e7b883793800ab6ccf21b3e60bd0730f300b4595fe74a33adc17a63c,f5f1f8c3e7b883793800ab6ccf21b3e60bd0730f300b4595fe74a33adc17a63c,sha256_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:25 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,eddbd0ecf7195d38fefae5b9d393abfa79e6f3f94bde19308ecef130a05a42e5,eddbd0ecf7195d38fefae5b9d393abfa79e6f3f94bde19308ecef130a05a42e5,sha256_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:24 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,77b767fc5ff206df1eca760ffd3214e9df27135e,77b767fc5ff206df1eca760ffd3214e9df27135e,sha1_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:24 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,12001dabf37f7d20a3bd8773cee9a5a89eb1bf54,12001dabf37f7d20a3bd8773cee9a5a89eb1bf54,sha1_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:23 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,31a715d2d44448b55d9691fa0301b9f6,31a715d2d44448b55d9691fa0301b9f6,md5_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:23 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
64,media,media,5191cf625dfc209a347f137b50aea199e82040fd5ee9086fb3e2de73c133f3cb,5191cf625dfc209a347f137b50aea199e82040fd5ee9086fb3e2de73c133f3cb,sha256_hash,Logedrut,"ThreatFox, OTX",,,,0,95,2026-09-23 15:02:22 UTC,"ThreatFox, OTX",https://otx.alienvault.com/pulse/6ab431db415b8cd13de69a7e
59,media,alta,185.137.122.215:8001,185[.]137[.]122[.]215:8001,ip:port,Aisuru,ThreatFox,DE,,20,0,100,2026-09-23 13:51:59 UTC,ThreatFox,
59,media,alta,155.103.69.239:4550,155[.]103[.]69[.]239:4550,ip:port,Remcos,ThreatFox,TR,13/89,0,0,100,2026-09-23 10:53:01 UTC,ThreatFox,
57,media,media,117.72.32.75:5000,117[.]72[.]32[.]75:5000,ip:port,Unknown malware,ThreatFox,CN,7/89,0,0,100,2026-09-24 03:05:06 UTC,ThreatFox,
57,media,alta,91.92.33.76:80,91[.]92[.]33[.]76:80,ip:port,ClearFake,ThreatFox,DE,,8,0,100,2026-09-23 23:42:50 UTC,ThreatFox,
57,media,alta,evuoos85.adabiyat.org,evuoos85[.]adabiyat[.]org,domain,ClearFake,ThreatFox,,7/89,,0,100,2026-09-23 20:14:04 UTC,ThreatFox,
57,media,alta,jp8f91ri.303ine.com,jp8f91ri[.]303ine[.]com,domain,ClearFake,ThreatFox,,7/89,,0,100,2026-09-23 09:40:41 UTC,ThreatFox,
57,media,media,178.62.233.227:443,178[.]62[.]233[.]227:443,ip:port,Jackskid,ThreatFox,NL,,12,0,100,2026-09-23 09:05:10 UTC,ThreatFox,https://github.com/deepfield/public-research/tree/main/jackskid
57,media,alta,https://new.v-panel.asia/,hxxps://new[.]v-panel[.]asia/,url,Vidar,ThreatFox,,7/90,,0,100,2026-09-23 06:35:26 UTC,ThreatFox,
57,media,critica,23.158.24.65:80,23[.]158[.]24[.]65:80,ip:port,AdaptixC2,ThreatFox,JP,,9,0,100,2026-09-23 06:05:07 UTC,ThreatFox,
57,media,critica,23.158.24.65:8080,23[.]158[.]24[.]65:8080,ip:port,AdaptixC2,ThreatFox,JP,,9,0,100,2026-09-23 06:05:05 UTC,ThreatFox,
57,media,critica,23.158.24.65:443,23[.]158[.]24[.]65:443,ip:port,AdaptixC2,ThreatFox,JP,,9,0,100,2026-09-23 06:05:05 UTC,ThreatFox,
56,media,alta,https://testingcf.jsdelivr.net/gh/3fF2/723e2dbf470c/a0aba2ff36a1,hxxps://testingcf[.]jsdelivr[.]net/gh/3fF2/723e2dbf470c/a0aba2ff36a1,url,ClearFake,ThreatFox,,4/90,,0,100,2026-09-24 04:05:42 UTC,ThreatFox,
56,media,alta,y0h2qv6p.oralsurgeontintonfalls.com,y0h2qv6p[.]oralsurgeontintonfalls[.]com,domain,ClearFake,ThreatFox,,3/89,,0,100,2026-09-23 20:11:06 UTC,ThreatFox,
56,media,alta,https://ns.devmicro7.workers.dev/zips/f2d0984b93e808eb.zip,hxxps://ns[.]devmicro7[.]workers[.]dev/zips/f2d0984b93e808eb[.]zip,url,MicroStealer,ThreatFox,,2/90,,0,100,2026-09-23 19:44:04 UTC,ThreatFox,
56,media,alta,31.56.209.155:2407,31[.]56[.]209[.]155:2407,ip:port,Remcos,ThreatFox,NL,2/89,0,0,100,2026-09-23 17:20:36 UTC,ThreatFox,
56,media,media,https://nahobra.com/,hxxps://nahobra[.]com/,url,Unknown malware,ThreatFox,,9/90,,0,90,2026-09-23 16:30:48 UTC,ThreatFox,https://clickfix.carsonww.com/domains/nahobra.com
56,media,alta,kl.hg77.org,kl[.]hg77[.]org,domain,Vidar,ThreatFox,,2/89,,0,100,2026-09-23 16:15:46 UTC,ThreatFox,
56,media,alta,https://kl.hg77.org/,hxxps://kl[.]hg77[.]org/,url,Vidar,ThreatFox,,2/90,,0,100,2026-09-23 16:15:46 UTC,ThreatFox,
56,media,alta,159.223.56.76:8001,159[.]223[.]56[.]76:8001,ip:port,Aisuru,ThreatFox,SG,,4,0,100,2026-09-23 15:03:26 UTC,ThreatFox,https://github.com/deepfield/public-research/tree/main/aisuru
56,media,media,velvet-otter-glagceis.life,velvet-otter-glagceis[.]life,domain,IClickFix,ThreatFox,,4/89,,0,100,2026-09-23 09:45:10 UTC,ThreatFox,
56,media,alta,130.12.182.185:2404,130[.]12[.]182[.]185:2404,ip:port,Remcos,ThreatFox,SI,,24,0,75,2026-09-23 08:40:30 UTC,ThreatFox,https://bazaar.abuse.ch/sample/243962c3e965fa6f4c96b5128db81e49123da3d49f6ca85cb4f14b9f3314a3ec/
56,media,alta,207.189.27.144:9876,207[.]189[.]27[.]144:9876,ip:port,Quasar RAT,ThreatFox,US,,3,0,100,2026-09-23 07:05:07 UTC,ThreatFox,
55,media,alta,grupoprimesolution.com.br,grupoprimesolution[.]com[.]br,domain,ClearFake,ThreatFox,,0/89,,0,100,2026-09-24 04:06:31 UTC,ThreatFox,
55,media,critica,101.35.217.145:8081,101[.]35[.]217[.]145:8081,ip:port,Cobalt Strike,ThreatFox,CN,0/89,0,0,100,2026-09-24 04:05:10 UTC,ThreatFox,
55,media,critica,101.35.217.145:80,101[.]35[.]217[.]145:80,ip:port,Cobalt Strike,ThreatFox,CN,0/89,0,0,100,2026-09-24 04:05:09 UTC,ThreatFox,
55,media,critica,101.35.217.145:8080,101[.]35[.]217[.]145:8080,ip:port,Cobalt Strike,ThreatFox,CN,0/89,0,0,100,2026-09-24 04:05:09 UTC,ThreatFox,
55,media,critica,101.35.217.145:443,101[.]35[.]217[.]145:443,ip:port,Cobalt Strike,ThreatFox,CN,0/89,0,0,100,2026-09-24 04:05:07 UTC,ThreatFox,
55,media,critica,101.35.217.145:22,101[.]35[.]217[.]145:22,ip:port,Cobalt Strike,ThreatFox,CN,0/89,0,0,100,2026-09-24 04:05:05 UTC,ThreatFox,
55,media,critica,120.27.20.98:55801,120[.]27[.]20[.]98:55801,ip:port,Cobalt Strike,ThreatFox,CN,12/89,0,0,75,2026-09-24 03:47:34 UTC,ThreatFox,
55,media,media,aa1c7587dc1edfa419a4b6a78efae6b6e6265038cf7124253502589805b55c25,aa1c7587dc1edfa419a4b6a78efae6b6e6265038cf7124253502589805b55c25,sha256_hash,AMOS,ThreatFox,,0/75,,0,100,2026-09-24 03:39:56 UTC,ThreatFox,https://www.virustotal.com/gui/file/aa1c7587dc1edfa419a4b6a78efae6b6e6265038cf7124253502589805b55c25
55,media,alta,sso.ebeenj.com,sso[.]ebeenj[.]com,domain,FAKEUPDATES,ThreatFox,,0/89,,0,100,2026-09-24 03:11:13 UTC,ThreatFox,https://infosec.exchange/@monitorsg/117323823371876334
55,media,media,5f2f8bcba674f06398d2916abceb7e828aa0eb7ae74b2cb26bb0b4d58a14f85c,5f2f8bcba674f06398d2916abceb7e828aa0eb7ae74b2cb26bb0b4d58a14f85c,sha256_hash,AMOS,ThreatFox,,1/75,,0,100,2026-09-24 03:04:50 UTC,ThreatFox,https://www.virustotal.com/gui/file/5f2f8bcba674f06398d2916abceb7e828aa0eb7ae74b2cb26bb0b4d58a14f85c
55,media,media,984154b2fe7ff4fae1bfa0136041b4d9605044042e12037d7de168098f07f0b4,984154b2fe7ff4fae1bfa0136041b4d9605044042e12037d7de168098f07f0b4,sha256_hash,AMOS,ThreatFox,,1/75,,0,100,2026-09-24 02:55:36 UTC,ThreatFox,https://bazaar.abuse.ch/sample/984154b2fe7ff4fae1bfa0136041b4d9605044042e12037d7de168098f07f0b4/
55,media,media,2d8b09556b0e45a68e466079e1b3e9446c94d3e671d84aeef4ea5c200d8f6255,2d8b09556b0e45a68e466079e1b3e9446c94d3e671d84aeef4ea5c200d8f6255,sha256_hash,Chaos,ThreatFox,,,,0,100,2026-09-24 02:40:50 UTC,ThreatFox,
55,media,alta,0b72672206cd0ae57cb7ad9e9b86006e4a73e32500286e3162f9c1c1c7bb229f,0b72672206cd0ae57cb7ad9e9b86006e4a73e32500286e3162f9c1c1c7bb229f,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:49 UTC,ThreatFox,
55,media,alta,7d5b0d78f7db42e97a76c816797056eb7fb54f091670881f8be1d9069417b8a7,7d5b0d78f7db42e97a76c816797056eb7fb54f091670881f8be1d9069417b8a7,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:48 UTC,ThreatFox,
55,media,alta,c5a918db3063e42f58361583bde2c1c3a70a2ae710dfd163d698164e3b708c60,c5a918db3063e42f58361583bde2c1c3a70a2ae710dfd163d698164e3b708c60,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:47 UTC,ThreatFox,
55,media,alta,b884aa7484b8d1e2a4c946b01f6f91c48971f456fec956c66e1f8afc3c442de4,b884aa7484b8d1e2a4c946b01f6f91c48971f456fec956c66e1f8afc3c442de4,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:46 UTC,ThreatFox,
55,media,alta,159b07fbb932c2306ee2cf110087bdca9f11d25a0eea18f36749d66a4fb50065,159b07fbb932c2306ee2cf110087bdca9f11d25a0eea18f36749d66a4fb50065,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:45 UTC,ThreatFox,
55,media,alta,bf879ba9f69342693eec32139d61a77a44676fd80cd6d34a269e0183f69bc989,bf879ba9f69342693eec32139d61a77a44676fd80cd6d34a269e0183f69bc989,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:44 UTC,ThreatFox,
55,media,media,e7f0d98ed2fd14827712e1e9ad514a4dc494a77ef30ae8bf25c599da1d1c9bad,e7f0d98ed2fd14827712e1e9ad514a4dc494a77ef30ae8bf25c599da1d1c9bad,sha256_hash,Bashlite,ThreatFox,,,,0,100,2026-09-24 02:40:43 UTC,ThreatFox,
55,media,media,876cc349fd0bcea044f99178e7ab4911a2b078eba1612b7ad5db176e889451d7,876cc349fd0bcea044f99178e7ab4911a2b078eba1612b7ad5db176e889451d7,sha256_hash,Bashlite,ThreatFox,,,,0,100,2026-09-24 02:40:42 UTC,ThreatFox,
55,media,alta,ef45315889172143d932ea6dde28976a3af993ea81171edca137433ce1d6a824,ef45315889172143d932ea6dde28976a3af993ea81171edca137433ce1d6a824,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:41 UTC,ThreatFox,
55,media,alta,c13e3c3d658d17838c0b09f64abe9a8ad35e71cb4219dfea5829eaffdf6e9715,c13e3c3d658d17838c0b09f64abe9a8ad35e71cb4219dfea5829eaffdf6e9715,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:40 UTC,ThreatFox,
55,media,alta,8113b9d71f153627f3dcd057f63639ef392dbd3389f5eea32e7eef3b104e07aa,8113b9d71f153627f3dcd057f63639ef392dbd3389f5eea32e7eef3b104e07aa,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:39 UTC,ThreatFox,
55,media,alta,23231395c4e817e8bbd3aaf5c6a4bb982c2283c2d9057d9e9c9854e4b74932d0,23231395c4e817e8bbd3aaf5c6a4bb982c2283c2d9057d9e9c9854e4b74932d0,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:38 UTC,ThreatFox,
55,media,alta,8f642489cee2a2ed21e6498d3cee13decad32834d24e094533b10d499f64b193,8f642489cee2a2ed21e6498d3cee13decad32834d24e094533b10d499f64b193,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 02:40:37 UTC,ThreatFox,
55,media,alta,152.42.173.73:8080,152[.]42[.]173[.]73:8080,ip:port,Aisuru,ThreatFox,SG,,0,0,100,2026-09-24 02:36:13 UTC,ThreatFox,
55,media,alta,60kxdwop.al303.com,60kxdwop[.]al303[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 02:32:15 UTC,ThreatFox,
55,media,media,https://idcool.codes,hxxps://idcool[.]codes,url,Unknown malware,ThreatFox,,,,0,100,2026-09-24 02:31:04 UTC,ThreatFox,
55,media,alta,al303.com,al303[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 02:30:45 UTC,ThreatFox,
55,media,media,845de1a956040d6e66c06ad4f8acd0dcf78dc02b6434a95dfa9c4623f6bd07c3,845de1a956040d6e66c06ad4f8acd0dcf78dc02b6434a95dfa9c4623f6bd07c3,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-24 02:09:50 UTC,ThreatFox,https://www.virustotal.com/gui/file/845de1a956040d6e66c06ad4f8acd0dcf78dc02b6434a95dfa9c4623f6bd07c3
55,media,media,107.148.78.97:8084,107[.]148[.]78[.]97:8084,ip:port,VShell,ThreatFox,SG,,0,0,100,2026-09-24 02:05:06 UTC,ThreatFox,
55,media,media,152.136.119.249:8084,152[.]136[.]119[.]249:8084,ip:port,VShell,ThreatFox,CN,,0,0,100,2026-09-24 02:05:06 UTC,ThreatFox,
55,media,media,111.229.248.198:8085,111[.]229[.]248[.]198:8085,ip:port,VShell,ThreatFox,CN,,0,0,100,2026-09-24 02:05:05 UTC,ThreatFox,
55,media,media,103.36.223.45:8084,103[.]36[.]223[.]45:8084,ip:port,VShell,ThreatFox,CN,,0,0,100,2026-09-24 02:05:05 UTC,ThreatFox,
55,media,media,a386c3666f529ec462fd4bfb2fe11ee25924ef4c0bd8a09836479cb900d8eac4,a386c3666f529ec462fd4bfb2fe11ee25924ef4c0bd8a09836479cb900d8eac4,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-24 01:50:22 UTC,ThreatFox,https://bazaar.abuse.ch/sample/a386c3666f529ec462fd4bfb2fe11ee25924ef4c0bd8a09836479cb900d8eac4/
55,media,alta,1a49a2c9c9a3522d55d2a19a44e7c8c67d8954d27a747ce4841281ab2703277d,1a49a2c9c9a3522d55d2a19a44e7c8c67d8954d27a747ce4841281ab2703277d,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:19 UTC,ThreatFox,
55,media,alta,c1c39007005154132774f01c3e9aeaf7cfdc9005fc71c264e5e9c4c0af0d6759,c1c39007005154132774f01c3e9aeaf7cfdc9005fc71c264e5e9c4c0af0d6759,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:18 UTC,ThreatFox,
